epoch,accuracy,loss,val_accuracy,val_loss
10,0.9489155411720276,0.1387849897146225,0.9748571515083313,0.08477047830820084
11,0.9854452013969421,0.05401128903031349,0.9634285569190979,0.09007615596055984
12,0.9885844588279724,0.039998654276132584,0.9794285893440247,0.06969355791807175
13,0.9902967810630798,0.03628426417708397,0.9817143082618713,0.06469489634037018
14,0.9894406199455261,0.03141076862812042,0.9851428866386414,0.05952875688672066
15,0.9945776462554932,0.02515546977519989,0.9874285459518433,0.057734884321689606
16,0.9900113940238953,0.02715708501636982,0.9897142648696899,0.047792863100767136
17,0.9920091032981873,0.022249752655625343,0.9897142648696899,0.050203047692775726
18,0.9922945499420166,0.023192133754491806,0.9851428866386414,0.05603117123246193
19,0.994006872177124,0.018524745479226112,0.984000027179718,0.05936218425631523
20,0.994006872177124,0.016186902299523354,0.9874285459518433,0.05066642537713051
21,0.996004581451416,0.01493219006806612,0.9862856864929199,0.052674997597932816
22,0.9954338073730469,0.014188277535140514,0.9862856864929199,0.05221128463745117
23,0.9971461296081543,0.012002602219581604,0.9874285459518433,0.048935987055301666
24,0.9962899684906006,0.013942890800535679,0.9885714054107666,0.04616732522845268
25,0.9971461296081543,0.010645282454788685,0.9862856864929199,0.04895370826125145
26,0.996004581451416,0.012965542264282703,0.9851428866386414,0.05282311886548996
27,0.9942922592163086,0.016970491036772728,0.9908571243286133,0.03817938268184662
28,0.9962899684906006,0.0124522615224123,0.9885714054107666,0.04161969944834709
29,0.998002290725708,0.008766829036176205,0.9897142648696899,0.041303202509880066
30,0.9971461296081543,0.007841887883841991,0.9908571243286133,0.04285119101405144
31,0.998002290725708,0.007217944134026766,0.9897142648696899,0.043527547270059586
32,0.9971461296081543,0.008173049427568913,0.9908571243286133,0.03731813654303551
33,0.9982876777648926,0.006931910291314125,0.9908571243286133,0.04238153621554375
34,0.9974315166473389,0.009420801885426044,0.9919999837875366,0.03907028213143349
35,0.9985730648040771,0.007995475083589554,0.9874285459518433,0.04594781994819641
36,0.9968607425689697,0.00844790879637003,0.9908571243286133,0.04430100694298744
37,0.9962899684906006,0.01271635852754116,0.9897142648696899,0.040737979114055634
38,0.9962899684906006,0.008048756048083305,0.9885714054107666,0.043425265699625015
39,0.9968607425689697,0.012045564129948616,0.9897142648696899,0.043356746435165405
40,0.9994292259216309,0.003980906214565039,0.9908571243286133,0.0397786870598793
41,0.9991438388824463,0.004257108084857464,0.9908571243286133,0.041118573397397995
42,0.9957191944122314,0.009947891347110271,0.9897142648696899,0.03695670887827873
43,0.9988584518432617,0.005578573793172836,0.9897142648696899,0.04411080852150917
44,0.9985730648040771,0.005276253912597895,0.9897142648696899,0.043862905353307724
45,0.9971461296081543,0.007973900996148586,0.9897142648696899,0.040145765990018845
46,0.9985730648040771,0.006350323557853699,0.9885714054107666,0.04287246614694595
47,0.9977169036865234,0.005865921266376972,0.9885714054107666,0.04200800880789757
48,0.9982876777648926,0.005132648628205061,0.9942857027053833,0.03530840575695038
49,0.9985730648040771,0.005172580014914274,0.9942857027053833,0.03571297600865364
50,0.998002290725708,0.00552721181884408,0.99314284324646,0.03654656931757927
51,0.9974315166473389,0.007999267429113388,0.9897142648696899,0.04024918004870415
52,0.9988584518432617,0.004636720754206181,0.9897142648696899,0.04537418857216835
53,0.9971461296081543,0.007426634430885315,0.9919999837875366,0.0410178005695343
54,0.998002290725708,0.005985605530440807,0.99314284324646,0.04072544723749161
55,0.9991438388824463,0.0033737237099558115,0.9908571243286133,0.044267017394304276
56,0.9988584518432617,0.004209678620100021,0.9908571243286133,0.04342871531844139
57,0.9988584518432617,0.0043699597008526325,0.99314284324646,0.046910371631383896
58,0.9971461296081543,0.007909804582595825,0.99314284324646,0.04101752117276192
