epoch,accuracy,loss,val_accuracy,val_loss
10,0.6544944047927856,0.8034051656723022,0.6749435663223267,0.7706196904182434
11,0.7359550595283508,0.6421470642089844,0.6839728951454163,0.7716654539108276
12,0.7511236071586609,0.5664352178573608,0.6952595710754395,0.7696895599365234
13,0.7775281071662903,0.5192270278930664,0.6839728951454163,0.7870482802391052
14,0.7955056428909302,0.5003235936164856,0.6884875893592834,0.7952309250831604
15,0.8016853928565979,0.4702741503715515,0.6817155480384827,0.7971451878547668
16,0.8247190713882446,0.4313729405403137,0.6862302422523499,0.7937031984329224
17,0.8219100832939148,0.42720332741737366,0.6839728951454163,0.8020748496055603
18,0.8314606547355652,0.40778109431266785,0.7133182883262634,0.76807701587677
19,0.8415730595588684,0.383526474237442,0.7178329825401306,0.7683520317077637
20,0.8516854047775269,0.3692167401313782,0.7246049642562866,0.720280647277832
21,0.8455055952072144,0.3636188209056854,0.7336342930793762,0.7020041942596436
22,0.8640449643135071,0.3373471796512604,0.7358916401863098,0.6989883780479431
23,0.8730337023735046,0.3370733857154846,0.7336342930793762,0.6922940611839294
24,0.8601123690605164,0.3330100476741791,0.7336342930793762,0.6922075748443604
25,0.8792135119438171,0.3159782290458679,0.747178316116333,0.6483469009399414
26,0.8713483214378357,0.3182870149612427,0.747178316116333,0.6394011974334717
27,0.8696629405021667,0.3135758340358734,0.7426636815071106,0.6449574828147888
28,0.8837078809738159,0.30599552392959595,0.7629796862602234,0.622594952583313
29,0.882022500038147,0.2948276698589325,0.7562077045440674,0.6128891110420227
30,0.8887640237808228,0.2794870138168335,0.7674943804740906,0.5895599722862244
31,0.8915730118751526,0.27767711877822876,0.7607223391532898,0.5616868138313293
32,0.8999999761581421,0.2548026442527771,0.7584649920463562,0.5736666917800903
33,0.9073033928871155,0.24959534406661987,0.7742663621902466,0.5688366889953613
34,0.8977528214454651,0.2510792016983032,0.765237033367157,0.5694867968559265
35,0.9005618095397949,0.25261372327804565,0.7742663621902466,0.5563468337059021
36,0.9084269404411316,0.245012104511261,0.7832956910133362,0.5429348349571228
37,0.9044944047927856,0.25280022621154785,0.7787810564041138,0.5347896814346313
38,0.9078651666641235,0.22937636077404022,0.7855530381202698,0.5269247889518738
39,0.9117977619171143,0.2264140099287033,0.7923250794410706,0.5123080015182495
40,0.9073033928871155,0.23356102406978607,0.790067732334137,0.5030025243759155
41,0.9252809286117554,0.2088593691587448,0.7945823669433594,0.5082085728645325
42,0.9258427023887634,0.20615434646606445,0.7878103852272034,0.5069671273231506
43,0.9303370714187622,0.20982496440410614,0.7945823669433594,0.5012094974517822
44,0.9241573214530945,0.2074872851371765,0.8036117553710938,0.49066564440727234
45,0.9280899167060852,0.19280704855918884,0.8058691024780273,0.4865206778049469
46,0.9252809286117554,0.20317448675632477,0.8013544082641602,0.47821471095085144
47,0.934831440448761,0.18687818944454193,0.796839714050293,0.48536938428878784
48,0.9286516904830933,0.18618956208229065,0.8013544082641602,0.48457494378089905
49,0.9269663095474243,0.19622059166431427,0.8058691024780273,0.481086790561676
50,0.9191011190414429,0.20258979499340057,0.8103837370872498,0.4828938841819763
51,0.9376404285430908,0.18613764643669128,0.7990970611572266,0.483531653881073
52,0.9320224523544312,0.18273504078388214,0.8013544082641602,0.4801297187805176
53,0.9398876428604126,0.17166133224964142,0.8103837370872498,0.47202399373054504
54,0.9353932738304138,0.1756565421819687,0.8103837370872498,0.479426771402359
55,0.9393258690834045,0.16831594705581665,0.8103837370872498,0.47830092906951904
56,0.9387640357017517,0.16647487878799438,0.8103837370872498,0.47984519600868225
57,0.949999988079071,0.15993207693099976,0.7945823669433594,0.4824197590351105
58,0.9426966309547424,0.15999729931354523,0.8036117553710938,0.4830525815486908
59,0.9533708095550537,0.15175949037075043,0.796839714050293,0.49092721939086914
